review,rating,source,review_clean,language,sentiment_score,sentiment_label
"This place is bliss! Our second visit and will be back again!! Rooms are great, good prices on food and the staff are amazing. Nice quiet retreat if you're looking for some good r+r!! Thank you again to Richard and the staff at Rama Ciandidasa spa and resort.",5.0,bali_hotel,this place is bliss our second visit and will be back again rooms are great good prices on food and the staff are amazing nice quiet retreat if you re looking for some good r r thank you again to richard and the staff at rama ciandidasa spa and resort,en,0.8052546381950378,positive
"On the first day of our first holiday in Bali SJ & I had to visit Monkey Forest which we had been looking forward to for a long time. At £4 entry each we had a great 3 or so hours wandering around the Sanctuary at our own pace and in awe of the number of monkeys and their antics. The place was busy but we found corners of the park that we very peaceful apart from the noise of birds and of course the inhabitants who are there to look after the temple. The public were very respectful of the rules, clearly displayed and the only real trouble was caused by the monkeys chasing each other and the older ones rightly commanding their position in the hierarchy. Whilst the monkeys can’t be stroked or given food a few of the younger ones did venture on to us!
Bali is value for money and this attraction was no exception. A great half day wandering aimlessly around taking 100s of photos and just enjoying the antics on these sacred animals.",,digital_tourism,on the first day of our first holiday in bali sj i had to visit monkey forest which we had been looking forward to for a long time at entry each we had a great or so hours wandering around the sanctuary at our own pace and in awe of the number of monkeys and their antics the place was busy but we found corners of the park that we very peaceful apart from the noise of birds and of course the inhabitants who are there to look after the temple the public were very respectful of the rules clearly displayed and the only real trouble was caused by the monkeys chasing each other and the older ones rightly commanding their position in the hierarchy whilst the monkeys can t be stroked or given food a few of the younger ones did venture on to us bali is value for money and this attraction was no exception a great half day wandering aimlessly around taking 100s of photos and just enjoying the antics on these sacred animals,en,0.33858218789100647,positive
"one of the most amazing places i have visited in Bali, the monkeys were really friendly and not harmful we have carried and feed them, the the forest was incredible as in one of ""lord of the rings"" movies or something! we had a great time.",,digital_tourism,one of the most amazing places i have visited in bali the monkeys were really friendly and not harmful we have carried and feed them the the forest was incredible as in one of lord of the rings movies or something we had a great time,en,0.7561815977096558,positive
"This was a beautiful beach but was by no means quiet and secluded. There was a lot of trash on the beach and in the water, but that's just the way it is in Bali. TONS of tourists. Very crowded beach. The sunrises were absolutely amazing though.",,digital_tourism,this was a beautiful beach but was by no means quiet and secluded there was a lot of trash on the beach and in the water but that s just the way it is in bali tons of tourists very crowded beach the sunrises were absolutely amazing though,en,-0.6693434715270996,negative
"This temple is one to put on the must do list when in Bali. Great views everywhere you look, awesome postition for a temple & lots of monkeys. We paid au$15 for a guide to take us around & he answered our questions & told us lots of info about the temple. He also carried a sling shot to pea shoot the monkeys if they came too close. Monkeys carry rabies so we preferred not to have them come too near. Sunset would be amazing here & the nightly dances inside the temple would be a highlight too if you have time. We unfortuatley didn't due to time limits on our trip. But definately next time.",,digital_tourism,this temple is one to put on the must do list when in bali great views everywhere you look awesome postition for a temple lots of monkeys we paid au for a guide to take us around he answered our questions told us lots of info about the temple he also carried a sling shot to pea shoot the monkeys if they came too close monkeys carry rabies so we preferred not to have them come too near sunset would be amazing here the nightly dances inside the temple would be a highlight too if you have time we unfortuatley didn t due to time limits on our trip but definately next time,en,0.3523358106613159,positive
"i come here only for dinner, because it place so crowded if we come in the afternoon. We can choose one of cafe here with some food inside.",,digital_tourism,i come here only for dinner because it place so crowded if we come in the afternoon we can choose one of cafe here with some food inside,en,0.0,neutral
"You cant enter the place but you still have to pay the full entrance fee. Maybe visit a month later, but now its a waste of your money.",,digital_tourism,you cant enter the place but you still have to pay the full entrance fee maybe visit a month later but now its a waste of your money,en,-0.8934874534606934,negative
"We went with high hopes of it being fantastic. So many people had told as its a must see. 
Well six of us went and when we got there our first thoughts were, ""this looks alright, nice setting right on the beach"". So we picked a restaurant and sat ourselves down on the beach. The views were nice and you could watch the planes landing we were that close to the airport. We order a drink and then you went indoors to order your fish. They had quite a few choices. When you chose what you wanted it was weighed and you were given a piece of paper with what it cost. So you pay by weight in other words. ( don't get carried away, it is pricey ).
It was nice food and the scenery and setting was nice until it started thundering and raining, so half way through our meal we had to grab our food and run for cover. We only had a choice of a dirty old bench to sit at.
The toilets were the worse I've ever seen and according to the guys, the men's weren't any better.
The bill was way too high for what we ate. I would say you are paying for the fact that your sat on a chair on the beach. 
When we were waiting for our taxi the manager did ask us how was our night. We told him although the food was nice it was very expensive, the setting was nice but they really need to renovate their toilets they were disgusting, especially as this was a eating facility. He seemed to take it on board.
Would I go again or recommend it? NO! 
Too far out, pricey and dirty. You can eat at much nicer places in Kuta, Seminyak for a lot less and generally it's cleaner.
We actually traveled in March. I've been asked to finish this review and September was as far back as I could go.",,digital_tourism,we went with high hopes of it being fantastic so many people had told as its a must see well six of us went and when we got there our first thoughts were this looks alright nice setting right on the beach so we picked a restaurant and sat ourselves down on the beach the views were nice and you could watch the planes landing we were that close to the airport we order a drink and then you went indoors to order your fish they had quite a few choices when you chose what you wanted it was weighed and you were given a piece of paper with what it cost so you pay by weight in other words don t get carried away it is pricey it was nice food and the scenery and setting was nice until it started thundering and raining so half way through our meal we had to grab our food and run for cover we only had a choice of a dirty old bench to sit at the toilets were the worse i ve ever seen and according to the guys the men s weren t any better the bill was way too high for what we ate i would say you are paying for the fact that your sat on a chair on the beach when we were waiting for our taxi the manager did ask us how was our night we told him although the food was nice it was very expensive the setting was nice but they really need to renovate their toilets they were disgusting especially as this was a eating facility he seemed to take it on board would i go again or recommend it no too far out pricey and dirty you can eat at much nicer places in kuta seminyak for a lot less and generally it s cleaner we actually traveled in march i ve been asked to finish this review and september was as far back as i could go,en,0.44698476791381836,positive
The water was clear the weather beautiful. So many fish and crabs and water pools. A delight to relax.,,digital_tourism,the water was clear the weather beautiful so many fish and crabs and water pools a delight to relax,en,0.8821564316749573,positive
"We really enjoyed the morning spent here, monkeys are everywhere and so cute and friendly.
It was very humid and hot so bring water and very light clothes.
Recommended",,digital_tourism,we really enjoyed the morning spent here monkeys are everywhere and so cute and friendly it was very humid and hot so bring water and very light clothes recommended,en,0.8592686653137207,positive
"We were visiting this place as a bart of bigger day long trip so we wasn’t having too much tome there but I think it was enough for us. We have seen apes, they were calm and not interested in visitors so there was no threat from them. We took a walk In the park what for me was more interesting than apes. There is a lot of nice sculptures, small temples and everything is nicely composed in the rain forest environment. Overall I can recommend it but not as a separate trip but just a stop to take a look and move on to next point.",,digital_tourism,we were visiting this place as a bart of bigger day long trip so we wasn t having too much tome there but i think it was enough for us we have seen apes they were calm and not interested in visitors so there was no threat from them we took a walk in the park what for me was more interesting than apes there is a lot of nice sculptures small temples and everything is nicely composed in the rain forest environment overall i can recommend it but not as a separate trip but just a stop to take a look and move on to next point,en,0.4481690526008606,positive
"We had our resort right on the nusa dua beach. It is a beautiful beach with many resorts on it...nice place to relax and you can enjoy all kinds of water sports except sea walking, scuba diving and snorkeling...for these activities you need to go to nearby islands Nusa penida and Nusa lembongan...",,digital_tourism,we had our resort right on the nusa dua beach it is a beautiful beach with many resorts on it nice place to relax and you can enjoy all kinds of water sports except sea walking scuba diving and snorkeling for these activities you need to go to nearby islands nusa penida and nusa lembongan,en,0.6358203291893005,positive
"Entrance is 30k rupiah. You must see this place when in the area. Please beware, the monkeys are really mischievous, but if you follow the rules, you should be fine. We watched one girl behave really poorly, separate a mom from her baby, and try to touch the baby. Never do this. The mother was upset and gave a warning bite to the girl. We watched stunned that this girl would do this. Please take a moment to read one of the many many signs that tell you how to behave around the monkeys. If you do this, they will, in turn, respect you.

You can buy bananas round the park to feed the monkeys. Do visit some of the temples, as they are really beautiful. Sort of an Indiana Jones style look.",,digital_tourism,entrance is 30k rupiah you must see this place when in the area please beware the monkeys are really mischievous but if you follow the rules you should be fine we watched one girl behave really poorly separate a mom from her baby and try to touch the baby never do this the mother was upset and gave a warning bite to the girl we watched stunned that this girl would do this please take a moment to read one of the many many signs that tell you how to behave around the monkeys if you do this they will in turn respect you you can buy bananas round the park to feed the monkeys do visit some of the temples as they are really beautiful sort of an indiana jones style look,en,-0.646971583366394,negative
"The sunrise hike is essentially a queue of hundreds of tired tourists scrabbling their way up a steep slippery horrible path, akin to a scratchy sand dune, with loose rocks all the way up, trying to hold onto a torch at the same time. Whilst the guides are good in showing the way and helping those who struggled, it is not a hike to be taken lightly (and I've climbed a lot of mountains). Good footwear is essential! As is plenty of layers of clothing - it is FREEZING at the top and no where to shelter. You are held up there for too long and aren't allowed to leave when you want, you have to wait for the guides.

The breakfast is extra cost for a banana sandwich and a boiled egg (which isn't cooked in the volcano steam but on a fire) but because it's so darn cold you have to buy it! I just held the egg to warm my hands just a little bit!!

The return walk is again slippery and tough going and all you want to do is get off the mountain but you have to go and visit the monkeys and the steam cave and the crater etc etc and the guides just won't let you go on your own.

In the car park at the bottom the tour company (which is different to the guides) tried to fit too many people in the cars and wouldn't listen when we said no. In the end we stood our ground and only took as many people as there were seat belts and finally after much stress and tension we managed to get off the hill and back to our hotels.

All in all, not a great experience, and the three stars are for the view at the top which was pretty special - although not exactly the place for quiet contemplation with the thousand other tourists up there with you!!",,digital_tourism,the sunrise hike is essentially a queue of hundreds of tired tourists scrabbling their way up a steep slippery horrible path akin to a scratchy sand dune with loose rocks all the way up trying to hold onto a torch at the same time whilst the guides are good in showing the way and helping those who struggled it is not a hike to be taken lightly and i ve climbed a lot of mountains good footwear is essential as is plenty of layers of clothing it is freezing at the top and no where to shelter you are held up there for too long and aren t allowed to leave when you want you have to wait for the guides the breakfast is extra cost for a banana sandwich and a boiled egg which isn t cooked in the volcano steam but on a fire but because it s so darn cold you have to buy it i just held the egg to warm my hands just a little bit the return walk is again slippery and tough going and all you want to do is get off the mountain but you have to go and visit the monkeys and the steam cave and the crater etc etc and the guides just won t let you go on your own in the car park at the bottom the tour company which is different to the guides tried to fit too many people in the cars and wouldn t listen when we said no in the end we stood our ground and only took as many people as there were seat belts and finally after much stress and tension we managed to get off the hill and back to our hotels all in all not a great experience and the three stars are for the view at the top which was pretty special although not exactly the place for quiet contemplation with the thousand other tourists up there with you,en,-0.5160661935806274,negative
"In my opinion Sanur beach is just average. There are nice restaurants and a lovely board walk where you can cycle, however the beach itself is not that great. It's not kept very clean and there is not much space for swimming (low tide until the reef, not sure if it's only this time of the year or always). In any case, Bali is a wonderful place for a lot of reasons but don't expect the Wow factor at Sanur beach.",,digital_tourism,in my opinion sanur beach is just average there are nice restaurants and a lovely board walk where you can cycle however the beach itself is not that great it s not kept very clean and there is not much space for swimming low tide until the reef not sure if it s only this time of the year or always in any case bali is a wonderful place for a lot of reasons but don t expect the wow factor at sanur beach,en,-0.49973157048225403,negative
"This is a really fun place to visit. I could watch these monkeys forever. But prepare first! Remove all items form your pockets that could anyhow look interesting to monkeys or is of any value. Put it in your bag and use a ziplock or tie the zips together. The monkeys are pretty smart. Opening pockets and bags seems not to be a problem for them. I eyewitnessed several cases of monkeys stealing belongings from people. Protect your camera and the things that are attached to it (battery, memory card, lenscap and so on) and your watch as well.
Also they might get angry if you don't hand them over the things they want to steal. I had one incident myself when one of the elder monkeys tried to steal my water bottle. When he realised that I holded on to it, that animal got angry and bit me. Check the status of your rabies vaccination before. I had quite some hassle getting the proper medication afterwards. The doctor of my countries embassy suggested to fly out to Singapore for treatment.",,digital_tourism,this is a really fun place to visit i could watch these monkeys forever but prepare first remove all items form your pockets that could anyhow look interesting to monkeys or is of any value put it in your bag and use a ziplock or tie the zips together the monkeys are pretty smart opening pockets and bags seems not to be a problem for them i eyewitnessed several cases of monkeys stealing belongings from people protect your camera and the things that are attached to it battery memory card lenscap and so on and your watch as well also they might get angry if you don t hand them over the things they want to steal i had one incident myself when one of the elder monkeys tried to steal my water bottle when he realised that i holded on to it that animal got angry and bit me check the status of your rabies vaccination before i had quite some hassle getting the proper medication afterwards the doctor of my countries embassy suggested to fly out to singapore for treatment,en,0.35354799032211304,positive
"Jero was super guide, has a million of knowledge about volcano and his beautiful Island, over 1000 times climbing Mount Batur and he was really care to both of us. I every single step he “Jero” pull us up and always support us to made or trip to the top. He also really encouraging because of that, We made it and conquer Mt. Batur :)

Although it was a hard and long walk of about two hours on a small path, it was worth the pain! The sunrise really beautiful and he “Jero” sever us delicious breakfast such as boiled egg in volcanic steam, banana sandwich, hot coffee and also grapes fruits. We saw a guard of volcano “Monkeys” who live in the crater. We really enjoy every step of this adventure and highly recommended Bal Trekking Tour Net own by Jero and he Jero to everyone as your guide in Bali.",,digital_tourism,jero was super guide has a million of knowledge about volcano and his beautiful island over times climbing mount batur and he was really care to both of us i every single step he jero pull us up and always support us to made or trip to the top he also really encouraging because of that we made it and conquer mt batur although it was a hard and long walk of about two hours on a small path it was worth the pain the sunrise really beautiful and he jero sever us delicious breakfast such as boiled egg in volcanic steam banana sandwich hot coffee and also grapes fruits we saw a guard of volcano monkeys who live in the crater we really enjoy every step of this adventure and highly recommended bal trekking tour net own by jero and he jero to everyone as your guide in bali,en,0.4352588355541229,positive
"It's a very nice place ,but the monkeys are everywhere outside in front of the gate , one monkey attacked to my husband to take the coffee he was holding ,and he gave it because he was scratching his clothes. But the forest inside its very nice with lot of monkeys and clean paths and a very nice bridge to take nice photos .If you are following the rules,not touching the animals and no feeding you will be ok especially the kids because we saw a girl crying because a monkey was bite her.",,digital_tourism,it s a very nice place but the monkeys are everywhere outside in front of the gate one monkey attacked to my husband to take the coffee he was holding and he gave it because he was scratching his clothes but the forest inside its very nice with lot of monkeys and clean paths and a very nice bridge to take nice photos if you are following the rules not touching the animals and no feeding you will be ok especially the kids because we saw a girl crying because a monkey was bite her,en,-0.4660158157348633,negative
We arranged a day trip from Ubud to visit this great Temple and it was well worth it. A unique style temple with steps over a pond full of fish. They have as well a natural pool to try and a lovely restaurant on site. I recommend to buy a lot of fish food bags before entering and you will have lovely photos with to s of fish :),,digital_tourism,we arranged a day trip from ubud to visit this great temple and it was well worth it a unique style temple with steps over a pond full of fish they have as well a natural pool to try and a lovely restaurant on site i recommend to buy a lot of fish food bags before entering and you will have lovely photos with to s of fish,en,0.7454812526702881,positive
Good place to escape the hot sun for an hour. Lots of monkeys doing monkey business :) There are also a few nice animal shaped statues along the path. Worth a visit while in Ubud.,,digital_tourism,good place to escape the hot sun for an hour lots of monkeys doing monkey business there are also a few nice animal shaped statues along the path worth a visit while in ubud,en,0.7415503263473511,positive
"Overall it was great; the service, location, facilities, and breakfast quality. The pools are awesome. They just need to be more vigilant with the breakfast plates. There were leftover stains on some of the plates.",4.0,bali_hotel,overall it was great the service location facilities and breakfast quality the pools are awesome they just need to be more vigilant with the breakfast plates there were leftover stains on some of the plates,en,0.4744267463684082,positive
"A lovely place to walk round and see monkeys hanging about and playing in teh park. They are free to roam around and are very interested in people and inquisitive of your belongings , so be careful. The park keepers ensure that the monkeys are well fed which keeps them attached to teh park - a much better environment than a Zoo - if you ask me.",,digital_tourism,a lovely place to walk round and see monkeys hanging about and playing in teh park they are free to roam around and are very interested in people and inquisitive of your belongings so be careful the park keepers ensure that the monkeys are well fed which keeps them attached to teh park a much better environment than a zoo if you ask me,en,0.511960506439209,positive
"I was enyojng a peaceful, relaxing and very beautiful stay at this stylish boutique hotel. Exellent, fresh and light food. I love their no-waste-Philosophy. The team makes you feel like at home, treat you like family.",5.0,bali_hotel,i was enyojng a peaceful relaxing and very beautiful stay at this stylish boutique hotel exellent fresh and light food i love their no waste philosophy the team makes you feel like at home treat you like family,en,0.8033056855201721,positive
"Well worth a trip here, take your bathers to enjoy the crystal clear spring waters. If you read a tour guide magazine you do not need a ""guide"" as they can offer you no more information than you read anyway and the man that attached himself to us was rude.",,digital_tourism,well worth a trip here take your bathers to enjoy the crystal clear spring waters if you read a tour guide magazine you do not need a guide as they can offer you no more information than you read anyway and the man that attached himself to us was rude,en,-0.7967498898506165,negative
"The beach is nice but it is polluted. It is not the best place to swim. The waves are very strong. There are some parts where sea pulls you into the ocean. Please be careful and don't go far from beach. When you try to rest in the beach, many sellers try to sell things and never let you alone.",,digital_tourism,the beach is nice but it is polluted it is not the best place to swim the waves are very strong there are some parts where sea pulls you into the ocean please be careful and don t go far from beach when you try to rest in the beach many sellers try to sell things and never let you alone,en,-0.8544293642044067,negative
"My husband and I had a wonderful seven nights at Maya Sanur. Our room (The Nest) was gigantic with a bathroom to die for. So cosy being up among the tree tops. Breakfast buffet was delicious with so many choices and a great latte. The pool was small but adequate for a cool down and very clean. The location was the best in Sanur with plenty to do around the area and the gardens a dream, especially the rooftop.",5.0,bali_hotel,my husband and i had a wonderful seven nights at maya sanur our room the nest was gigantic with a bathroom to die for so cosy being up among the tree tops breakfast buffet was delicious with so many choices and a great latte the pool was small but adequate for a cool down and very clean the location was the best in sanur with plenty to do around the area and the gardens a dream especially the rooftop,en,0.7203773856163025,positive
"Beautiful beach with strong waves which I have never experienced before. Besides, it's relatively safe as there are alot of restaurants around. However, there are no changing cubicles or showers.",,digital_tourism,beautiful beach with strong waves which i have never experienced before besides it s relatively safe as there are alot of restaurants around however there are no changing cubicles or showers,en,0.6699755191802979,positive
"We visited Maya Sanur with the family of five, the youngest child being 12. We stayed for 6 nights. We really appreciated the location of the hotel, it was in between the two more ”busy” parts of the Sanur Beach which made it easy for us to choose direction when wanting to eat or rent a SUP for example. The hotel was very clean and the rooms was nicely designed. Comfortable beds and good bathroom. We stayed in a room with direct access to the small lagoon. The hotel has many rooms, but the hotel Itself is not very big. Mainly the pool and the restaurants. The garden therefore remind me more of a boutique hotel.",4.0,bali_hotel,we visited maya sanur with the family of five the youngest child being we stayed for nights we really appreciated the location of the hotel it was in between the two more busy parts of the sanur beach which made it easy for us to choose direction when wanting to eat or rent a sup for example the hotel was very clean and the rooms was nicely designed comfortable beds and good bathroom we stayed in a room with direct access to the small lagoon the hotel has many rooms but the hotel itself is not very big mainly the pool and the restaurants the garden therefore remind me more of a boutique hotel,en,0.40207207202911377,positive
"This is an extremely popular tourist destination and the whole area is often very busy indeed, especially in the late afternoons, pre-sunset. The magnificent temple perched on a rock just a few metres offshore. Views of the temple and the sunset behind it are outstanding.",,digital_tourism,this is an extremely popular tourist destination and the whole area is often very busy indeed especially in the late afternoons pre sunset the magnificent temple perched on a rock just a few metres offshore views of the temple and the sunset behind it are outstanding,en,0.6983879804611206,positive
"Don't miss the Uluwatu temple when you visit Bali, Indonesia. 

Enjoy the breathtaking view from the top. Best to visit the place during sunset. Enjoy the view plus the naughty monkeys in the area. Just be careful and take care of your belongings. 

Watch also the stage play at sunset.",,digital_tourism,don t miss the uluwatu temple when you visit bali indonesia enjoy the breathtaking view from the top best to visit the place during sunset enjoy the view plus the naughty monkeys in the area just be careful and take care of your belongings watch also the stage play at sunset,en,0.5492569208145142,positive
"On the bright side Hotel staff were a joy as they smiled constantly and tried their best to help you,the dark side is they don't always get it right.I contacted hotel before I arrived to arrange a taxi to pick me up at airport and was told no problem,when we got there no one was waiting and as we didn't want to walk away spent half an hour looking at other drivers boards to no avail.got airport taxi to hotel,showed the girl receptionist e-mail confirming pick-up and was told we would get upgraded to executive room next day as apology,Girl was not on duty next couple of days so that didn't happen either.The problem with the hotel is location,you need a taxi to go anywhere as kuta and Seminyak are to far to walk but the taxis are cheap if you can get a metered one to put his meter…",4.0,bali_hotel,on the bright side hotel staff were a joy as they smiled constantly and tried their best to help you the dark side is they don t always get it right i contacted hotel before i arrived to arrange a taxi to pick me up at airport and was told no problem when we got there no one was waiting and as we didn t want to walk away spent half an hour looking at other drivers boards to no avail got airport taxi to hotel showed the girl receptionist e mail confirming pick up and was told we would get upgraded to executive room next day as apology girl was not on duty next couple of days so that didn t happen either the problem with the hotel is location you need a taxi to go anywhere as kuta and seminyak are to far to walk but the taxis are cheap if you can get a metered one to put his meter,en,0.0,neutral
"We have stayed here many times now which is a testament to the excellent service, quality for money and the convenient location of this hotel. We regard the staff here as part of our balanise family and nothing is too much trouble for them. We highly recommend the Mercure Bali Legian.",5.0,bali_hotel,we have stayed here many times now which is a testament to the excellent service quality for money and the convenient location of this hotel we regard the staff here as part of our balanise family and nothing is too much trouble for them we highly recommend the mercure bali legian,en,0.7272576093673706,positive
